timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1498028009482,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-41,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009482,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-41,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009581,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-42,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009581,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-42,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009680,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-43,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009681,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-43,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009781,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-44,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009781,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-44,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009881,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-45,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009881,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-45,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028009979,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-46,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028009980,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-46,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028010079,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-47,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028010083,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-47,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028010179,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-48,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028010180,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-48,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028010279,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-49,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028010281,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-49,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028010380,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-50,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028010380,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-50,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028010480,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-51,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028010480,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-51,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
1498028010575,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.baidu.com]/,TestGroup 1-52,text,false,Test failed: text expected to contain /百度一下/,1167,0,1,1,0,0,0
1498028010576,0,HTTP请求,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Expected closing bracket for IPv6 address at index 13: http://[http://www.hsw.cn/]/,TestGroup 1-52,text,false,Test failed: text expected to contain /华商网/,1165,0,1,1,0,0,0
